component_failed,country,days_since_last_service,downtime_hours,equipment_id,equipment_type,event_date,event_id,event_type,failure_mode,maintenance_type,manufacturer,mine_type,model_year,oil_analysis_flag,operating_hours,production_loss_tonnes,repair_cost_usd,severity,table_name,temperature_flag,vibration_flag,was_scheduled
,south_africa,,,UNIT-1622,loader,,,,,,Komatsu,processing_plant,2012.0,,,,,,equipment,,,
,south_africa,,,UNIT-1626,grader,,,,,,John Deere,open_pit,2015.0,,,,,,equipment,,,
,botswana,,,UNIT-1628,conveyor,,,,,,Metso,processing_plant,2018.0,,,,,,equipment,,,
,botswana,,,UNIT-1629,grader,,,,,,John Deere,open_pit,2009.0,,,,,,equipment,,,
,botswana,,,UNIT-1631,crusher,,,,,,Sandvik,underground,2022.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1634,drill_rig,,,,,,Epiroc,open_pit,2016.0,,,,,,equipment,,,
,south_africa,,,UNIT-1639,pump,,,,,,KSB,processing_plant,2019.0,,,,,,equipment,,,
,tanzania,,,UNIT-1641,drill_rig,,,,,,Caterpillar,processing_plant,2009.0,,,,,,equipment,,,
,zambia,,,UNIT-1643,crusher,,,,,,FLSmidth,open_pit,2011.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1645,crusher,,,,,,Sandvik,open_pit,2019.0,,,,,,equipment,,,
,drc,,,UNIT-1646,drill_rig,,,,,,Caterpillar,open_pit,2014.0,,,,,,equipment,,,
,south_africa,,,UNIT-1648,grader,,,,,,Komatsu,processing_plant,2016.0,,,,,,equipment,,,
,botswana,,,UNIT-1652,grader,,,,,,John Deere,processing_plant,2011.0,,,,,,equipment,,,
,tanzania,,,UNIT-1655,crusher,,,,,,FLSmidth,processing_plant,2020.0,,,,,,equipment,,,
,drc,,,UNIT-1660,loader,,,,,,Caterpillar,open_pit,2023.0,,,,,,equipment,,,
,botswana,,,UNIT-1666,drill_rig,,,,,,Epiroc,processing_plant,2019.0,,,,,,equipment,,,
,zambia,,,UNIT-1667,loader,,,,,,Volvo,underground,2023.0,,,,,,equipment,,,
,tanzania,,,UNIT-1668,excavator,,,,,,Hitachi,open_pit,2021.0,,,,,,equipment,,,
,tanzania,,,UNIT-1675,drill_rig,,,,,,Sandvik,open_pit,2009.0,,,,,,equipment,,,
,zambia,,,UNIT-1678,haul_truck,,,,,,Komatsu,underground,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-1687,crusher,,,,,,Metso,processing_plant,2018.0,,,,,,equipment,,,
,tanzania,,,UNIT-1689,excavator,,,,,,Liebherr,processing_plant,2022.0,,,,,,equipment,,,
,zambia,,,UNIT-1690,haul_truck,,,,,,Belaz,open_pit,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1696,grader,,,,,,Komatsu,open_pit,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1698,haul_truck,,,,,,Caterpillar,underground,2009.0,,,,,,equipment,,,
,drc,,,UNIT-1699,loader,,,,,,Caterpillar,open_pit,2011.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1700,loader,,,,,,Volvo,processing_plant,2018.0,,,,,,equipment,,,
,drc,,,UNIT-1702,conveyor,,,,,,Metso,open_pit,2023.0,,,,,,equipment,,,
,zambia,,,UNIT-1703,haul_truck,,,,,,Caterpillar,underground,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1708,grader,,,,,,John Deere,processing_plant,2015.0,,,,,,equipment,,,
,drc,,,UNIT-1712,conveyor,,,,,,Metso,underground,2015.0,,,,,,equipment,,,
,drc,,,UNIT-1713,drill_rig,,,,,,Epiroc,underground,2015.0,,,,,,equipment,,,
,drc,,,UNIT-1714,excavator,,,,,,Hitachi,underground,2016.0,,,,,,equipment,,,
,south_africa,,,UNIT-1720,pump,,,,,,KSB,open_pit,2014.0,,,,,,equipment,,,
,south_africa,,,UNIT-1722,loader,,,,,,Komatsu,open_pit,2013.0,,,,,,equipment,,,
,south_africa,,,UNIT-1725,drill_rig,,,,,,Sandvik,processing_plant,2019.0,,,,,,equipment,,,
,botswana,,,UNIT-1726,haul_truck,,,,,,Komatsu,open_pit,2009.0,,,,,,equipment,,,
,ghana,,,UNIT-1727,haul_truck,,,,,,Komatsu,underground,2008.0,,,,,,equipment,,,
,zambia,,,UNIT-1728,haul_truck,,,,,,Komatsu,processing_plant,2013.0,,,,,,equipment,,,
,botswana,,,UNIT-1730,haul_truck,,,,,,Komatsu,processing_plant,2015.0,,,,,,equipment,,,
,south_africa,,,UNIT-1736,haul_truck,,,,,,Komatsu,open_pit,2017.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1741,drill_rig,,,,,,Caterpillar,open_pit,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-1743,haul_truck,,,,,,Caterpillar,open_pit,2023.0,,,,,,equipment,,,
,ghana,,,UNIT-1744,haul_truck,,,,,,Komatsu,underground,2008.0,,,,,,equipment,,,
,tanzania,,,UNIT-1748,excavator,,,,,,Komatsu,open_pit,2014.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1749,grader,,,,,,John Deere,underground,2008.0,,,,,,equipment,,,
,tanzania,,,UNIT-1756,excavator,,,,,,Hitachi,underground,2013.0,,,,,,equipment,,,
,zambia,,,UNIT-1759,loader,,,,,,Caterpillar,open_pit,2009.0,,,,,,equipment,,,
,drc,,,UNIT-1760,excavator,,,,,,Hitachi,open_pit,2012.0,,,,,,equipment,,,
,zambia,,,UNIT-1763,excavator,,,,,,Hitachi,processing_plant,2009.0,,,,,,equipment,,,
,drc,,,UNIT-1765,crusher,,,,,,Metso,underground,2022.0,,,,,,equipment,,,
,zambia,,,UNIT-1773,pump,,,,,,Metso,underground,2015.0,,,,,,equipment,,,
,south_africa,,,UNIT-1774,excavator,,,,,,Liebherr,open_pit,2008.0,,,,,,equipment,,,
,drc,,,UNIT-1776,excavator,,,,,,Caterpillar,open_pit,2019.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1777,conveyor,,,,,,ThyssenKrupp,underground,2019.0,,,,,,equipment,,,
,ghana,,,UNIT-1780,grader,,,,,,Caterpillar,underground,2015.0,,,,,,equipment,,,
,ghana,,,UNIT-1781,haul_truck,,,,,,Caterpillar,underground,2016.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1782,pump,,,,,,Metso,open_pit,2014.0,,,,,,equipment,,,
,botswana,,,UNIT-1788,haul_truck,,,,,,Hitachi,processing_plant,2023.0,,,,,,equipment,,,
,ghana,,,UNIT-1789,haul_truck,,,,,,Komatsu,underground,2018.0,,,,,,equipment,,,
,tanzania,,,UNIT-1795,drill_rig,,,,,,Epiroc,processing_plant,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-1798,haul_truck,,,,,,Belaz,open_pit,2016.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1799,haul_truck,,,,,,Komatsu,underground,2015.0,,,,,,equipment,,,
,south_africa,,,UNIT-1800,grader,,,,,,John Deere,open_pit,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-1801,pump,,,,,,Metso,underground,2018.0,,,,,,equipment,,,
,drc,,,UNIT-1803,haul_truck,,,,,,Caterpillar,underground,2008.0,,,,,,equipment,,,
,ghana,,,UNIT-1804,excavator,,,,,,Hitachi,open_pit,2019.0,,,,,,equipment,,,
,south_africa,,,UNIT-1807,crusher,,,,,,FLSmidth,underground,2021.0,,,,,,equipment,,,
,zambia,,,UNIT-1808,drill_rig,,,,,,Epiroc,open_pit,2009.0,,,,,,equipment,,,
,zambia,,,UNIT-1809,haul_truck,,,,,,Belaz,processing_plant,2010.0,,,,,,equipment,,,
,drc,,,UNIT-1810,drill_rig,,,,,,Epiroc,processing_plant,2020.0,,,,,,equipment,,,
,zambia,,,UNIT-1813,loader,,,,,,Komatsu,underground,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1815,grader,,,,,,Komatsu,processing_plant,2009.0,,,,,,equipment,,,
,zambia,,,UNIT-1816,crusher,,,,,,Sandvik,underground,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-1818,loader,,,,,,Komatsu,underground,2017.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1819,drill_rig,,,,,,Epiroc,processing_plant,2018.0,,,,,,equipment,,,
,zambia,,,UNIT-1825,haul_truck,,,,,,Belaz,open_pit,2013.0,,,,,,equipment,,,
,ghana,,,UNIT-1826,haul_truck,,,,,,Belaz,open_pit,2014.0,,,,,,equipment,,,
,south_africa,,,UNIT-1829,crusher,,,,,,Metso,open_pit,2023.0,,,,,,equipment,,,
,drc,,,UNIT-1831,pump,,,,,,Weir,underground,2010.0,,,,,,equipment,,,
,ghana,,,UNIT-1834,haul_truck,,,,,,Belaz,open_pit,2020.0,,,,,,equipment,,,
,tanzania,,,UNIT-1839,haul_truck,,,,,,Komatsu,open_pit,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1840,crusher,,,,,,FLSmidth,open_pit,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-1842,haul_truck,,,,,,Hitachi,open_pit,2011.0,,,,,,equipment,,,
,tanzania,,,UNIT-1844,excavator,,,,,,Hitachi,underground,2016.0,,,,,,equipment,,,
,zambia,,,UNIT-1846,drill_rig,,,,,,Caterpillar,processing_plant,2011.0,,,,,,equipment,,,
,south_africa,,,UNIT-1847,crusher,,,,,,Sandvik,underground,2012.0,,,,,,equipment,,,
,drc,,,UNIT-1848,excavator,,,,,,Liebherr,underground,2013.0,,,,,,equipment,,,
,south_africa,,,UNIT-1850,haul_truck,,,,,,Hitachi,open_pit,2013.0,,,,,,equipment,,,
,south_africa,,,UNIT-1851,excavator,,,,,,Komatsu,underground,2019.0,,,,,,equipment,,,
,south_africa,,,UNIT-1852,haul_truck,,,,,,Komatsu,open_pit,2016.0,,,,,,equipment,,,
,botswana,,,UNIT-1855,pump,,,,,,Weir,open_pit,2017.0,,,,,,equipment,,,
,tanzania,,,UNIT-1856,excavator,,,,,,Caterpillar,processing_plant,2010.0,,,,,,equipment,,,
,botswana,,,UNIT-1857,loader,,,,,,Volvo,open_pit,2012.0,,,,,,equipment,,,
,drc,,,UNIT-1861,excavator,,,,,,Liebherr,underground,2017.0,,,,,,equipment,,,
,botswana,,,UNIT-1862,drill_rig,,,,,,Epiroc,underground,2012.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1864,crusher,,,,,,FLSmidth,underground,2011.0,,,,,,equipment,,,
,zambia,,,UNIT-1867,pump,,,,,,Weir,underground,2021.0,,,,,,equipment,,,
,south_africa,,,UNIT-1871,excavator,,,,,,Hitachi,processing_plant,2010.0,,,,,,equipment,,,
,drc,,,UNIT-1872,haul_truck,,,,,,Komatsu,open_pit,2016.0,,,,,,equipment,,,
,tanzania,,,UNIT-1874,excavator,,,,,,Komatsu,open_pit,2013.0,,,,,,equipment,,,
,south_africa,,,UNIT-1875,grader,,,,,,Caterpillar,open_pit,2020.0,,,,,,equipment,,,
,drc,,,UNIT-1879,grader,,,,,,Komatsu,open_pit,2009.0,,,,,,equipment,,,
,zambia,,,UNIT-1880,haul_truck,,,,,,Komatsu,underground,2021.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1881,drill_rig,,,,,,Caterpillar,processing_plant,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-1884,haul_truck,,,,,,Komatsu,open_pit,2020.0,,,,,,equipment,,,
,botswana,,,UNIT-1889,crusher,,,,,,Metso,open_pit,2020.0,,,,,,equipment,,,
,drc,,,UNIT-1890,haul_truck,,,,,,Hitachi,open_pit,2015.0,,,,,,equipment,,,
,tanzania,,,UNIT-1891,drill_rig,,,,,,Epiroc,open_pit,2013.0,,,,,,equipment,,,
,tanzania,,,UNIT-1892,haul_truck,,,,,,Komatsu,underground,2017.0,,,,,,equipment,,,
,drc,,,UNIT-1897,loader,,,,,,Caterpillar,underground,2017.0,,,,,,equipment,,,
,south_africa,,,UNIT-1898,grader,,,,,,John Deere,underground,2019.0,,,,,,equipment,,,
,south_africa,,,UNIT-1899,haul_truck,,,,,,Caterpillar,underground,2019.0,,,,,,equipment,,,
,tanzania,,,UNIT-1902,grader,,,,,,Komatsu,open_pit,2013.0,,,,,,equipment,,,
,tanzania,,,UNIT-1903,haul_truck,,,,,,Caterpillar,open_pit,2022.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1909,excavator,,,,,,Caterpillar,processing_plant,2017.0,,,,,,equipment,,,
,south_africa,,,UNIT-1910,excavator,,,,,,Liebherr,open_pit,2020.0,,,,,,equipment,,,
,botswana,,,UNIT-1914,excavator,,,,,,Caterpillar,processing_plant,2010.0,,,,,,equipment,,,
,botswana,,,UNIT-1916,excavator,,,,,,Liebherr,open_pit,2016.0,,,,,,equipment,,,
,south_africa,,,UNIT-1922,excavator,,,,,,Hitachi,processing_plant,2010.0,,,,,,equipment,,,
,tanzania,,,UNIT-1923,crusher,,,,,,Sandvik,underground,2012.0,,,,,,equipment,,,
,botswana,,,UNIT-1925,conveyor,,,,,,FLSmidth,processing_plant,2017.0,,,,,,equipment,,,
,tanzania,,,UNIT-1926,excavator,,,,,,Komatsu,open_pit,2023.0,,,,,,equipment,,,
,south_africa,,,UNIT-1927,crusher,,,,,,Metso,underground,2015.0,,,,,,equipment,,,
,south_africa,,,UNIT-1929,excavator,,,,,,Liebherr,processing_plant,2010.0,,,,,,equipment,,,
,tanzania,,,UNIT-1930,crusher,,,,,,Metso,open_pit,2009.0,,,,,,equipment,,,
,tanzania,,,UNIT-1934,excavator,,,,,,Komatsu,open_pit,2021.0,,,,,,equipment,,,
,botswana,,,UNIT-1935,drill_rig,,,,,,Epiroc,open_pit,2008.0,,,,,,equipment,,,
,botswana,,,UNIT-1937,conveyor,,,,,,FLSmidth,open_pit,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1941,excavator,,,,,,Hitachi,open_pit,2016.0,,,,,,equipment,,,
,botswana,,,UNIT-1943,excavator,,,,,,Komatsu,open_pit,2010.0,,,,,,equipment,,,
,drc,,,UNIT-1944,drill_rig,,,,,,Sandvik,open_pit,2016.0,,,,,,equipment,,,
,botswana,,,UNIT-1946,haul_truck,,,,,,Hitachi,open_pit,2023.0,,,,,,equipment,,,
,zambia,,,UNIT-1947,crusher,,,,,,Metso,open_pit,2014.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1949,crusher,,,,,,Sandvik,underground,2018.0,,,,,,equipment,,,
,tanzania,,,UNIT-1951,haul_truck,,,,,,Belaz,underground,2009.0,,,,,,equipment,,,
,zambia,,,UNIT-1952,grader,,,,,,Caterpillar,processing_plant,2013.0,,,,,,equipment,,,
,drc,,,UNIT-1953,drill_rig,,,,,,Epiroc,open_pit,2016.0,,,,,,equipment,,,
,ghana,,,UNIT-1954,pump,,,,,,KSB,underground,2022.0,,,,,,equipment,,,
,zambia,,,UNIT-1955,conveyor,,,,,,ThyssenKrupp,open_pit,2016.0,,,,,,equipment,,,
,botswana,,,UNIT-1957,haul_truck,,,,,,Hitachi,open_pit,2018.0,,,,,,equipment,,,
,botswana,,,UNIT-1959,grader,,,,,,John Deere,processing_plant,2017.0,,,,,,equipment,,,
,botswana,,,UNIT-1960,crusher,,,,,,Metso,open_pit,2008.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-1965,pump,,,,,,Weir,open_pit,2009.0,,,,,,equipment,,,
,south_africa,,,UNIT-1966,haul_truck,,,,,,Komatsu,processing_plant,2020.0,,,,,,equipment,,,
,south_africa,,,UNIT-1969,crusher,,,,,,Sandvik,open_pit,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-1971,haul_truck,,,,,,Caterpillar,open_pit,2011.0,,,,,,equipment,,,
,south_africa,,,UNIT-1974,conveyor,,,,,,FLSmidth,processing_plant,2009.0,,,,,,equipment,,,
,tanzania,,,UNIT-1977,haul_truck,,,,,,Caterpillar,open_pit,2013.0,,,,,,equipment,,,
,ghana,,,UNIT-1980,pump,,,,,,KSB,processing_plant,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-1982,grader,,,,,,John Deere,processing_plant,2014.0,,,,,,equipment,,,
,drc,,,UNIT-1983,pump,,,,,,Metso,open_pit,2009.0,,,,,,equipment,,,
,drc,,,UNIT-1984,drill_rig,,,,,,Epiroc,processing_plant,2022.0,,,,,,equipment,,,
,ghana,,,UNIT-1995,haul_truck,,,,,,Hitachi,open_pit,2017.0,,,,,,equipment,,,
,south_africa,,,UNIT-1996,conveyor,,,,,,ThyssenKrupp,open_pit,2008.0,,,,,,equipment,,,
,drc,,,UNIT-1997,excavator,,,,,,Komatsu,underground,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-1998,drill_rig,,,,,,Epiroc,processing_plant,2009.0,,,,,,equipment,,,
,drc,,,UNIT-1999,pump,,,,,,Weir,processing_plant,2021.0,,,,,,equipment,,,
,tanzania,,,UNIT-2003,haul_truck,,,,,,Hitachi,open_pit,2023.0,,,,,,equipment,,,
,botswana,,,UNIT-2004,haul_truck,,,,,,Belaz,processing_plant,2019.0,,,,,,equipment,,,
,tanzania,,,UNIT-2005,excavator,,,,,,Hitachi,open_pit,2020.0,,,,,,equipment,,,
,south_africa,,,UNIT-2006,excavator,,,,,,Hitachi,underground,2016.0,,,,,,equipment,,,
,tanzania,,,UNIT-2007,crusher,,,,,,Metso,open_pit,2019.0,,,,,,equipment,,,
,south_africa,,,UNIT-2008,haul_truck,,,,,,Belaz,underground,2020.0,,,,,,equipment,,,
,south_africa,,,UNIT-2009,excavator,,,,,,Hitachi,processing_plant,2013.0,,,,,,equipment,,,
,south_africa,,,UNIT-2016,haul_truck,,,,,,Hitachi,open_pit,2021.0,,,,,,equipment,,,
,tanzania,,,UNIT-2020,excavator,,,,,,Caterpillar,open_pit,2010.0,,,,,,equipment,,,
,drc,,,UNIT-2021,grader,,,,,,John Deere,underground,2013.0,,,,,,equipment,,,
,ghana,,,UNIT-2022,haul_truck,,,,,,Belaz,underground,2023.0,,,,,,equipment,,,
,south_africa,,,UNIT-2023,loader,,,,,,Komatsu,open_pit,2008.0,,,,,,equipment,,,
,tanzania,,,UNIT-2026,loader,,,,,,Volvo,open_pit,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-2030,grader,,,,,,Komatsu,processing_plant,2023.0,,,,,,equipment,,,
,ghana,,,UNIT-2036,crusher,,,,,,Sandvik,open_pit,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-2037,conveyor,,,,,,Metso,underground,2011.0,,,,,,equipment,,,
,zambia,,,UNIT-2039,haul_truck,,,,,,Belaz,underground,2020.0,,,,,,equipment,,,
,south_africa,,,UNIT-2041,grader,,,,,,Caterpillar,open_pit,2020.0,,,,,,equipment,,,
,ghana,,,UNIT-2042,loader,,,,,,Komatsu,underground,2020.0,,,,,,equipment,,,
,botswana,,,UNIT-2043,drill_rig,,,,,,Epiroc,underground,2021.0,,,,,,equipment,,,
,south_africa,,,UNIT-2048,excavator,,,,,,Hitachi,underground,2018.0,,,,,,equipment,,,
,tanzania,,,UNIT-2053,loader,,,,,,Caterpillar,open_pit,2011.0,,,,,,equipment,,,
,south_africa,,,UNIT-2055,crusher,,,,,,Metso,open_pit,2015.0,,,,,,equipment,,,
,ghana,,,UNIT-2057,haul_truck,,,,,,Belaz,open_pit,2019.0,,,,,,equipment,,,
,botswana,,,UNIT-2060,haul_truck,,,,,,Belaz,processing_plant,2021.0,,,,,,equipment,,,
,tanzania,,,UNIT-2061,haul_truck,,,,,,Komatsu,underground,2010.0,,,,,,equipment,,,
,tanzania,,,UNIT-2064,haul_truck,,,,,,Komatsu,open_pit,2013.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2065,conveyor,,,,,,ThyssenKrupp,underground,2023.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2066,conveyor,,,,,,ThyssenKrupp,processing_plant,2010.0,,,,,,equipment,,,
,south_africa,,,UNIT-2067,conveyor,,,,,,Metso,open_pit,2021.0,,,,,,equipment,,,
,drc,,,UNIT-2069,crusher,,,,,,Metso,open_pit,2012.0,,,,,,equipment,,,
,zambia,,,UNIT-2070,drill_rig,,,,,,Epiroc,open_pit,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-2072,excavator,,,,,,Hitachi,open_pit,2020.0,,,,,,equipment,,,
,drc,,,UNIT-2073,crusher,,,,,,FLSmidth,underground,2018.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2076,loader,,,,,,Caterpillar,open_pit,2022.0,,,,,,equipment,,,
,tanzania,,,UNIT-2077,crusher,,,,,,Metso,open_pit,2016.0,,,,,,equipment,,,
,drc,,,UNIT-2079,loader,,,,,,Volvo,open_pit,2019.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2080,haul_truck,,,,,,Caterpillar,open_pit,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-2081,conveyor,,,,,,Metso,open_pit,2021.0,,,,,,equipment,,,
,drc,,,UNIT-2085,haul_truck,,,,,,Belaz,open_pit,2017.0,,,,,,equipment,,,
,zambia,,,UNIT-2092,excavator,,,,,,Caterpillar,underground,2018.0,,,,,,equipment,,,
,south_africa,,,UNIT-2095,haul_truck,,,,,,Komatsu,processing_plant,2015.0,,,,,,equipment,,,
,ghana,,,UNIT-2096,loader,,,,,,Komatsu,processing_plant,2012.0,,,,,,equipment,,,
,ghana,,,UNIT-2097,haul_truck,,,,,,Belaz,open_pit,2022.0,,,,,,equipment,,,
,ghana,,,UNIT-2100,loader,,,,,,Komatsu,processing_plant,2020.0,,,,,,equipment,,,
,drc,,,UNIT-2104,haul_truck,,,,,,Komatsu,processing_plant,2012.0,,,,,,equipment,,,
,zambia,,,UNIT-2106,haul_truck,,,,,,Belaz,processing_plant,2020.0,,,,,,equipment,,,
,tanzania,,,UNIT-2107,grader,,,,,,Caterpillar,underground,2017.0,,,,,,equipment,,,
,tanzania,,,UNIT-2112,loader,,,,,,Volvo,underground,2018.0,,,,,,equipment,,,
,drc,,,UNIT-2113,drill_rig,,,,,,Caterpillar,open_pit,2008.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2114,crusher,,,,,,Sandvik,open_pit,2023.0,,,,,,equipment,,,
,south_africa,,,UNIT-2115,haul_truck,,,,,,Hitachi,open_pit,2021.0,,,,,,equipment,,,
,botswana,,,UNIT-2116,pump,,,,,,KSB,open_pit,2012.0,,,,,,equipment,,,
,south_africa,,,UNIT-2117,grader,,,,,,Komatsu,processing_plant,2009.0,,,,,,equipment,,,
,drc,,,UNIT-2124,haul_truck,,,,,,Caterpillar,underground,2011.0,,,,,,equipment,,,
,zambia,,,UNIT-2130,haul_truck,,,,,,Belaz,open_pit,2019.0,,,,,,equipment,,,
,ghana,,,UNIT-2132,haul_truck,,,,,,Komatsu,open_pit,2021.0,,,,,,equipment,,,
,south_africa,,,UNIT-2134,drill_rig,,,,,,Caterpillar,underground,2016.0,,,,,,equipment,,,
,tanzania,,,UNIT-2135,haul_truck,,,,,,Hitachi,processing_plant,2013.0,,,,,,equipment,,,
,zambia,,,UNIT-2136,excavator,,,,,,Hitachi,open_pit,2008.0,,,,,,equipment,,,
,ghana,,,UNIT-2138,haul_truck,,,,,,Hitachi,open_pit,2009.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2142,grader,,,,,,Caterpillar,open_pit,2009.0,,,,,,equipment,,,
,ghana,,,UNIT-2144,haul_truck,,,,,,Belaz,underground,2023.0,,,,,,equipment,,,
,botswana,,,UNIT-2145,haul_truck,,,,,,Belaz,processing_plant,2008.0,,,,,,equipment,,,
,drc,,,UNIT-2147,drill_rig,,,,,,Caterpillar,open_pit,2009.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2148,drill_rig,,,,,,Epiroc,open_pit,2013.0,,,,,,equipment,,,
,drc,,,UNIT-2149,drill_rig,,,,,,Caterpillar,processing_plant,2017.0,,,,,,equipment,,,
,ghana,,,UNIT-2151,conveyor,,,,,,FLSmidth,open_pit,2017.0,,,,,,equipment,,,
,south_africa,,,UNIT-2152,haul_truck,,,,,,Hitachi,open_pit,2010.0,,,,,,equipment,,,
,botswana,,,UNIT-2153,haul_truck,,,,,,Belaz,open_pit,2023.0,,,,,,equipment,,,
,zambia,,,UNIT-2154,crusher,,,,,,FLSmidth,open_pit,2022.0,,,,,,equipment,,,
,tanzania,,,UNIT-2156,haul_truck,,,,,,Komatsu,underground,2013.0,,,,,,equipment,,,
,drc,,,UNIT-2158,loader,,,,,,Caterpillar,open_pit,2012.0,,,,,,equipment,,,
,south_africa,,,UNIT-2159,conveyor,,,,,,FLSmidth,underground,2016.0,,,,,,equipment,,,
,drc,,,UNIT-2161,excavator,,,,,,Caterpillar,underground,2022.0,,,,,,equipment,,,
,south_africa,,,UNIT-2163,grader,,,,,,Caterpillar,open_pit,2012.0,,,,,,equipment,,,
,zambia,,,UNIT-2164,crusher,,,,,,Sandvik,processing_plant,2013.0,,,,,,equipment,,,
,tanzania,,,UNIT-2169,loader,,,,,,Komatsu,open_pit,2022.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2173,haul_truck,,,,,,Caterpillar,open_pit,2018.0,,,,,,equipment,,,
,drc,,,UNIT-2176,haul_truck,,,,,,Caterpillar,underground,2014.0,,,,,,equipment,,,
,botswana,,,UNIT-2177,haul_truck,,,,,,Caterpillar,open_pit,2010.0,,,,,,equipment,,,
,ghana,,,UNIT-2178,grader,,,,,,Caterpillar,processing_plant,2011.0,,,,,,equipment,,,
,botswana,,,UNIT-2179,grader,,,,,,John Deere,underground,2019.0,,,,,,equipment,,,
,south_africa,,,UNIT-2180,haul_truck,,,,,,Komatsu,underground,2012.0,,,,,,equipment,,,
,ghana,,,UNIT-2181,crusher,,,,,,Metso,underground,2008.0,,,,,,equipment,,,
,south_africa,,,UNIT-2185,excavator,,,,,,Hitachi,open_pit,2023.0,,,,,,equipment,,,
,botswana,,,UNIT-2186,crusher,,,,,,Metso,processing_plant,2016.0,,,,,,equipment,,,
,tanzania,,,UNIT-2188,conveyor,,,,,,FLSmidth,open_pit,2011.0,,,,,,equipment,,,
,south_africa,,,UNIT-2189,loader,,,,,,Komatsu,underground,2012.0,,,,,,equipment,,,
,botswana,,,UNIT-2190,loader,,,,,,Volvo,open_pit,2023.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2192,excavator,,,,,,Liebherr,open_pit,2008.0,,,,,,equipment,,,
,tanzania,,,UNIT-2194,pump,,,,,,Weir,processing_plant,2018.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2198,haul_truck,,,,,,Caterpillar,processing_plant,2022.0,,,,,,equipment,,,
,tanzania,,,UNIT-2200,drill_rig,,,,,,Caterpillar,open_pit,2015.0,,,,,,equipment,,,
,tanzania,,,UNIT-2203,crusher,,,,,,Metso,open_pit,2013.0,,,,,,equipment,,,
,south_africa,,,UNIT-2206,loader,,,,,,Caterpillar,open_pit,2021.0,,,,,,equipment,,,
,zimbabwe,,,UNIT-2208,haul_truck,,,,,,Komatsu,open_pit,2022.0,,,,,,equipment,,,
,botswana,,,UNIT-2209,drill_rig,,,,,,Epiroc,open_pit,2009.0,,,,,,equipment,,,
,ghana,,,UNIT-2210,loader,,,,,,Volvo,underground,2017.0,,,,,,equipment,,,
,ghana,,,UNIT-2212,grader,,,,,,John Deere,underground,2010.0,,,,,,equipment,,,
,botswana,,,UNIT-2215,loader,,,,,,Volvo,open_pit,2017.0,,,,,,equipment,,,
,zambia,,,UNIT-2218,loader,,,,,,Volvo,underground,2023.0,,,,,,equipment,,,
,tanzania,,,UNIT-2227,haul_truck,,,,,,Komatsu,open_pit,2010.0,,,,,,equipment,,,
,tanzania,,,UNIT-2228,crusher,,,,,,Metso,underground,2020.0,,,,,,equipment,,,
,drc,,,UNIT-2231,crusher,,,,,,FLSmidth,underground,2011.0,,,,,,equipment,,,
